datetime,user_id,product_id,order_id,revenue
2024-01-21 19:12:54,1,390,100000,673.78
2024-01-18 11:00:46,3,251,100001,326.12
2024-01-20 23:05:05,4,43,100002,46.53
2024-01-04 23:24:54,4,160,100003,610.68
2024-01-28 12:18:09,5,119,100004,906.26
2024-01-25 03:10:45,6,470,100005,910.82
2024-01-27 12:06:05,7,277,100006,695.75
2024-01-11 03:14:11,8,486,100007,893.71
2024-01-04 12:43:38,9,407,100008,316.68
2024-01-29 05:32:54,10,495,100009,551.58
2024-01-01 21:38:11,10,184,100010,707.14
2024-01-10 16:27:52,12,297,100011,668.97
2024-01-10 19:57:38,12,75,100012,696.22
2024-01-27 11:59:02,12,344,100013,523.12
2024-01-17 19:54:53,12,257,100014,820.89
2024-01-04 00:08:02,13,467,100015,332.66
2024-01-29 07:01:06,13,328,100016,516.97
2024-01-22 11:23:37,14,494,100017,206.72
2024-01-02 22:36:24,14,42,100018,441.48
2024-01-08 02:54:35,15,312,100019,87.54
2024-01-11 01:09:05,15,129,100020,13.52
2024-01-12 14:59:02,17,16,100021,176.04
2024-01-01 20:46:09,19,140,100022,1159.61
2024-01-04 07:20:40,19,330,100023,285.96
2024-01-11 08:55:30,20,226,100024,275.22
2024-01-08 12:31:20,21,40,100025,449.54
2024-01-08 00:58:55,21,181,100026,400.62
2024-01-25 18:31:03,21,39,100027,628.84
2024-01-16 05:19:20,21,60,100028,274.67
2024-01-15 14:31:45,23,226,100029,281.21
2024-01-11 19:31:58,23,195,100030,331.48
2024-01-27 13:50:29,24,316,100031,592.01
2024-01-30 11:20:40,24,214,100032,199.5
2024-01-18 17:45:44,24,289,100033,252.08
2024-01-10 07:32:20,24,461,100034,135.93
2024-01-22 02:40:51,26,87,100035,871.7
2024-01-09 02:28:07,26,207,100036,110.67
2024-01-14 13:02:19,27,316,100037,668.56
2024-01-05 04:01:15,28,287,100038,502.85
2024-01-03 05:37:47,29,12,100039,1024.2
2024-01-10 22:07:50,29,358,100040,560.26
2024-01-01 00:19:08,29,361,100041,379.61
2024-01-19 05:33:23,30,365,100042,991.12
2024-01-07 14:20:57,30,497,100043,615.92
2024-01-25 03:11:00,31,290,100044,604.24
2024-01-02 00:55:28,33,476,100045,1186.79
2024-01-03 08:08:17,34,49,100046,560.07
2024-01-08 17:02:44,34,130,100047,504.57
2024-01-05 12:29:08,35,121,100048,905.02
2024-01-30 12:22:23,35,468,100049,728.27
2024-01-18 07:39:06,35,142,100050,304.58
2024-01-06 02:16:02,36,66,100051,563.72
2024-01-20 17:28:25,37,43,100052,48.99
2024-01-19 08:35:08,37,80,100053,111.37
2024-01-21 09:23:04,38,474,100054,846.34
2024-01-20 05:41:39,39,192,100055,818.97
2024-01-08 16:14:59,39,416,100056,378.57
2024-01-15 17:02:39,42,217,100057,345.68
2024-01-10 14:17:24,43,334,100058,114.21
2024-01-30 22:38:50,43,149,100059,64.77
2024-01-15 04:46:51,44,261,100060,545.59
2024-01-20 10:15:36,45,211,100061,615.3
2024-01-03 04:38:08,45,430,100062,126.41
2024-01-24 04:16:54,45,162,100063,523.68
2024-01-06 20:31:32,46,183,100064,1012.68
2024-01-27 14:05:24,46,137,100065,565.54
2024-01-22 13:44:12,48,213,100066,730.72
2024-01-05 02:22:33,49,341,100067,480.41
2024-01-07 21:55:05,49,43,100068,50.16
2024-01-03 17:42:22,51,8,100069,971.13
2024-01-24 00:21:25,53,314,100070,1094.55
2024-01-30 14:26:41,53,483,100071,488.57
2024-01-25 14:38:19,54,302,100072,597.89
2024-01-14 23:38:03,55,320,100073,282.81
2024-01-27 03:27:47,55,86,100074,322.53
2024-01-23 14:39:47,57,15,100075,196.98
2024-01-18 16:12:01,58,449,100076,337.67
2024-01-14 16:07:20,59,295,100077,152.99
2024-01-01 11:57:28,60,105,100078,957.95
2024-01-28 02:19:59,61,400,100079,694.94
2024-01-03 02:27:29,62,360,100080,550.63
2024-01-06 04:07:47,63,486,100081,904.11
2024-01-29 04:41:39,63,201,100082,616.05
2024-01-03 09:34:16,64,492,100083,748.65
2024-01-20 08:45:55,65,147,100084,560.9
2024-01-30 23:23:20,65,465,100085,1080.59
2024-01-18 07:25:31,67,292,100086,52.03
2024-01-09 00:35:42,67,430,100087,106.31
2024-01-23 01:41:13,68,13,100088,764.89
2024-01-23 09:46:48,70,24,100089,338.26
2024-01-23 12:44:29,72,3,100090,849.35
2024-01-27 21:53:22,74,134,100091,275.58
2024-01-21 03:12:13,74,160,100092,847.72
2024-01-09 01:33:49,74,4,100093,613.4
2024-01-28 21:40:34,74,26,100094,885.31
2024-01-26 16:49:35,75,161,100095,443.29
2024-01-10 03:36:40,77,171,100096,613.75
2024-01-25 02:43:40,77,247,100097,430.7
2024-01-20 19:52:47,77,17,100098,272.81
2024-01-17 21:33:52,78,139,100099,428.32
2024-01-18 19:45:01,78,46,100100,641.77
2024-01-02 16:23:11,78,254,100101,284.98
2024-01-22 03:40:02,79,241,100102,1046.69
2024-01-07 05:01:16,81,251,100103,255.54
2024-01-05 13:04:57,83,19,100104,522.01
2024-01-09 16:26:40,84,345,100105,421.29
2024-01-06 19:27:11,85,367,100106,1029.28
2024-01-04 08:26:42,86,43,100107,36.12
2024-01-15 00:57:27,86,61,100108,455.58
2024-01-07 16:27:50,87,56,100109,895.94
2024-01-05 14:27:45,88,139,100110,433.2
2024-01-20 18:35:23,89,312,100111,98.52
2024-01-21 08:05:34,89,425,100112,73.64
2024-01-22 08:29:31,89,495,100113,512.67
2024-01-30 10:31:29,90,495,100114,406.57
2024-01-29 17:34:25,91,239,100115,652.21
2024-01-27 02:14:50,92,25,100116,524.89
2024-01-16 01:31:20,93,185,100117,266.78
2024-01-20 10:57:44,94,386,100118,893.34
2024-01-26 03:42:01,95,445,100119,790.18
2024-01-10 11:10:58,95,371,100120,111.23
2024-01-06 02:30:25,95,378,100121,37.29
2024-01-20 11:32:34,96,405,100122,317.56
2024-01-17 03:31:15,97,355,100123,95.54
2024-01-19 10:01:28,97,343,100124,191.13
2024-01-09 08:53:59,98,143,100125,414.0
2024-01-30 05:02:29,98,293,100126,854.99
2024-01-20 04:42:17,99,95,100127,871.3
2024-01-08 10:45:33,100,49,100128,473.39
2024-01-14 04:38:32,100,112,100129,166.79
2024-01-18 15:54:51,102,397,100130,887.11
2024-01-08 12:32:26,103,222,100131,523.54
2024-01-06 07:55:12,103,394,100132,630.78
2024-01-30 20:57:54,103,127,100133,806.17
2024-01-13 17:28:33,104,469,100134,269.36
2024-01-19 06:28:38,107,450,100135,84.42
2024-01-20 16:41:18,108,355,100136,93.77
2024-01-24 15:50:21,108,184,100137,769.41
2024-01-25 20:24:43,110,364,100138,564.82
2024-01-28 08:38:45,111,52,100139,700.53
2024-01-27 12:48:14,111,58,100140,188.66
2024-01-18 03:16:41,112,375,100141,71.83
2024-01-17 08:09:51,114,372,100142,31.37
2024-01-17 01:12:31,116,241,100143,889.9
2024-01-07 21:02:00,116,263,100144,168.45
2024-01-15 03:46:51,116,165,100145,95.75
2024-01-04 12:18:57,117,374,100146,726.83
2024-01-15 14:57:00,117,404,100147,752.21
2024-01-10 06:03:48,118,189,100148,518.85
2024-01-24 16:32:10,118,88,100149,523.24
2024-01-11 00:46:50,118,260,100150,98.74
2024-01-27 16:54:47,118,166,100151,890.9
2024-01-16 01:32:14,119,346,100152,662.54
2024-01-24 21:27:10,119,12,100153,1009.37
2024-01-21 07:50:29,120,337,100154,717.89
2024-01-22 14:44:35,120,256,100155,521.44
2024-01-20 02:04:54,120,450,100156,79.25
2024-01-13 10:12:56,122,437,100157,97.24
2024-01-19 22:43:38,122,39,100158,806.32
2024-01-11 18:06:09,122,355,100159,92.89
2024-01-25 19:54:01,124,11,100160,34.22
2024-01-22 16:19:00,124,381,100161,103.52
2024-01-04 00:06:30,125,253,100162,732.7
2024-01-28 15:34:37,125,421,100163,698.67
2024-01-29 00:57:51,126,70,100164,1182.7
2024-01-21 11:53:48,126,421,100165,718.89
2024-01-29 23:22:06,126,25,100166,445.84
2024-01-13 21:32:45,127,330,100167,224.86
2024-01-20 14:03:30,128,333,100168,20.35
2024-01-02 08:21:31,128,208,100169,795.98
2024-01-25 17:14:11,129,441,100170,76.09
2024-01-02 15:02:50,130,94,100171,585.51
2024-01-18 14:12:36,130,147,100172,588.77
2024-01-25 08:01:15,132,407,100173,366.06
2024-01-20 05:27:26,132,296,100174,613.87
2024-01-02 18:23:36,133,42,100175,487.42
2024-01-06 20:58:11,133,490,100176,928.74
2024-01-08 08:44:40,133,377,100177,977.09
2024-01-13 09:30:40,134,366,100178,346.66
2024-01-12 04:09:37,134,312,100179,102.91
2024-01-26 06:28:23,134,75,100180,716.43
2024-01-29 22:17:27,136,284,100181,110.57
2024-01-27 10:42:25,137,187,100182,960.74
2024-01-30 02:52:04,137,380,100183,268.93
2024-01-29 19:49:08,137,236,100184,615.54
2024-01-17 04:13:54,138,245,100185,23.04
2024-01-05 04:20:30,138,426,100186,605.64
2024-01-28 05:16:09,139,13,100187,954.71
2024-01-22 00:04:27,140,474,100188,834.18
2024-01-27 05:07:52,140,384,100189,1010.82
2024-01-01 19:21:28,141,277,100190,886.57
2024-01-16 06:31:25,141,326,100191,827.34
2024-01-23 12:06:39,142,463,100192,751.02
2024-01-03 17:42:45,142,180,100193,157.18
2024-01-30 16:32:32,142,307,100194,575.19
2024-01-17 13:59:26,142,13,100195,870.76
2024-01-04 20:53:58,144,310,100196,305.82
2024-01-02 13:43:24,145,269,100197,322.86
2024-01-22 17:11:35,145,51,100198,1104.72
2024-01-02 11:17:05,147,441,100199,80.32
2024-01-10 20:20:15,147,14,100200,257.44
2024-01-19 17:37:34,149,70,100201,819.18
2024-01-18 14:33:10,150,246,100202,893.45
2024-01-18 04:30:08,151,140,100203,841.65
2024-01-16 03:21:28,153,421,100204,903.91
2024-01-05 01:46:01,154,78,100205,97.42
2024-01-30 22:34:03,154,434,100206,100.83
2024-01-27 23:34:45,155,49,100207,552.27
2024-01-27 03:16:01,156,114,100208,783.2
2024-01-18 13:36:02,157,249,100209,947.3
2024-01-20 07:38:12,158,334,100210,125.39
2024-01-06 18:33:08,160,40,100211,440.8
2024-01-23 05:50:37,160,322,100212,800.16
2024-01-15 01:36:04,160,251,100213,344.12
2024-01-04 23:28:57,160,426,100214,624.33
2024-01-17 00:14:46,160,419,100215,604.43
2024-01-07 21:17:50,161,18,100216,575.69
2024-01-04 17:37:57,161,255,100217,205.46
2024-01-19 01:44:00,162,451,100218,774.25
2024-01-04 13:14:18,163,355,100219,86.04
2024-01-21 04:29:55,166,176,100220,156.73
2024-01-13 19:24:35,166,128,100221,900.19
2024-01-15 17:58:37,168,385,100222,834.03
2024-01-03 19:47:01,170,438,100223,774.86
2024-01-06 20:08:43,171,58,100224,224.97
2024-01-09 07:29:29,171,373,100225,106.84
2024-01-29 04:41:54,171,322,100226,604.28
2024-01-15 01:41:30,173,288,100227,469.27
2024-01-03 06:57:31,175,297,100228,768.97
2024-01-10 08:48:54,176,29,100229,639.57
2024-01-11 01:37:43,180,3,100230,708.5
2024-01-11 06:34:29,180,44,100231,912.43
2024-01-08 18:05:08,181,40,100232,431.97
2024-01-05 21:14:58,183,18,100233,451.28
2024-01-22 05:25:31,183,51,100234,1077.73
2024-01-16 00:52:56,186,149,100235,50.74
2024-01-30 04:08:44,187,497,100236,596.39
2024-01-12 15:24:43,188,261,100237,619.32
2024-01-14 23:48:14,188,178,100238,351.33
2024-01-17 17:07:43,189,474,100239,1004.52
2024-01-24 20:10:59,190,80,100240,114.66
2024-01-18 10:35:19,190,404,100241,757.33
2024-01-04 22:19:41,192,29,100242,699.85
2024-01-05 03:28:41,193,149,100243,61.26
2024-01-29 16:32:15,193,416,100244,489.81
2024-01-15 10:22:50,194,363,100245,513.24
2024-01-27 03:04:57,195,103,100246,360.96
2024-01-28 13:52:44,195,364,100247,524.58
2024-01-18 08:47:41,195,403,100248,489.86
2024-01-21 14:13:32,196,22,100249,124.25
2024-01-12 07:45:34,196,40,100250,426.04
2024-01-01 14:45:28,197,113,100251,947.43
2024-01-13 19:30:41,198,80,100252,149.62
2024-01-12 06:59:23,198,457,100253,21.59
2024-01-29 17:28:22,198,276,100254,590.01
2024-01-25 12:55:35,198,310,100255,321.74
2024-01-01 13:17:14,199,407,100256,408.44
2024-01-17 15:19:08,199,105,100257,772.44
2024-01-18 06:58:23,201,118,100258,229.66
2024-01-17 16:12:40,203,164,100259,640.49
2024-01-04 10:28:28,204,293,100260,937.02
2024-01-09 10:24:34,204,326,100261,830.85
2024-01-29 06:09:01,204,10,100262,785.22
2024-01-23 12:37:11,207,153,100263,152.53
2024-01-23 08:09:43,207,198,100264,1040.5
2024-01-14 11:46:41,210,416,100265,367.68
2024-01-22 01:46:25,211,380,100266,256.46
2024-01-11 06:09:43,211,453,100267,442.89
2024-01-30 07:32:28,211,82,100268,738.38
2024-01-15 02:57:22,212,56,100269,843.99
2024-01-08 03:47:46,214,470,100270,945.64
2024-01-14 15:33:44,214,333,100271,24.51
2024-01-10 07:20:17,215,401,100272,100.24
2024-01-21 11:07:40,217,495,100273,515.07
2024-01-22 01:07:58,218,168,100274,180.77
2024-01-26 07:41:51,219,19,100275,390.53
2024-01-27 20:52:07,220,381,100276,134.81
2024-01-24 18:49:54,221,382,100277,580.08
2024-01-15 06:15:29,222,249,100278,1049.25
2024-01-23 04:55:12,223,116,100279,1011.09
2024-01-10 16:39:20,224,133,100280,108.15
2024-01-08 22:44:34,225,420,100281,856.34
2024-01-30 11:47:27,225,405,100282,288.31
2024-01-26 15:14:50,226,111,100283,347.26
2024-01-17 07:28:44,226,321,100284,533.1
2024-01-01 16:31:00,227,294,100285,321.31
2024-01-07 08:09:56,227,158,100286,888.71
2024-01-15 08:39:05,227,300,100287,86.28
2024-01-26 18:23:44,229,82,100288,623.43
2024-01-04 16:46:18,232,124,100289,126.65
2024-01-18 19:13:28,233,288,100290,503.76
2024-01-13 00:00:44,233,476,100291,1171.71
2024-01-01 11:04:18,233,160,100292,819.12
2024-01-28 13:35:53,233,404,100293,982.85
2024-01-25 14:30:32,234,12,100294,867.0
2024-01-04 19:55:03,234,310,100295,297.65
